"Guid","Description","OpportunityId","PricebookEntryId","Product2Id","Quantity","SBQQ__ParentID__c","SBQQ__QuoteLine__c","SBQQ__SubscriptionType__c","ServiceDate","SortOrder","TotalPrice","UnitPrice","sbaa__ApprovalStatus__c"
00c7521d-875b-48d4-8644-0d6bc4932d95,"#N/A",9f5da87c-4bb7-4500-aef9-a68a12b28277,4fb32dff-2b01-4bc7-959e-a122db5ce622,ca5962f3-f981-44e1-be43-f3e96cde5cbb,2.0,"#N/A","#N/A","#N/A","#N/A","#N/A",800.0,400.0,"#N/A"
00da21e2-9dc5-466a-8b21-0c7a0d4ad920,"#N/A",61ad2036-8121-4a40-8816-5d5b0f31ecca,2c6e3ce0-e28c-4d41-813a-37e575a20f48,a87338d8-1e2a-40bf-944d-0994971c3c0f,5.0,"#N/A","#N/A","#N/A","#N/A","#N/A",3995.0,799.0,"#N/A"
00e941b8-e101-4fe5-bf97-b43244ad5bdc,"#N/A",d50557a0-03c4-4601-bb85-6690e6590cd7,abacb03e-b659-48ac-94f7-a3581a87ba31,a11cb709-28b2-4b82-97c8-7a4968c4c2b5,4.0,"#N/A","#N/A","#N/A","#N/A","#N/A",3600.0,900.0,"#N/A"
00f8bb36-3b18-4b95-b2ed-3685485436a0,"#N/A",e7b0a5f2-17a5-42f5-bb4e-203da5264297,1c114808-b63d-4e1e-9fff-e58aa831cb55,12f9c14b-5b73-437e-b38c-2cfb148144b0,20.0,"#N/A","#N/A","#N/A","#N/A","#N/A",22000.0,1100.0,"#N/A"
0105acef-5f70-44c7-90f4-3ebba513583b,"#N/A",f88a27a3-c8f5-4d80-9a79-8ea2a2567baf,eec358bd-0410-4ded-bfe3-83ba970033ab,385a72e0-9d9b-4b0e-ba1b-4412e43af981,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",5000.0,5000.0,"#N/A"
010f27ba-5a97-4e33-8219-45e38cde6039,"#N/A",c695e41c-d96e-4d36-bc84-f15091819181,251142a1-7960-4a16-8359-30bfc611afb8,8762385d-3576-4cd6-9adc-a8cb1db3e744,8.0,"#N/A","#N/A","#N/A","#N/A","#N/A",400.0,50.0,"#N/A"
0136d922-f026-4216-b89c-f384a415a72f,"#N/A",b42252c6-4639-4d46-a638-7560ccf0d85e,1c114808-b63d-4e1e-9fff-e58aa831cb55,12f9c14b-5b73-437e-b38c-2cfb148144b0,20.0,"#N/A","#N/A","#N/A","#N/A","#N/A",22000.0,1100.0,"#N/A"
0142d2a4-5769-4247-859a-ea55107b670e,"#N/A",59a8f365-094a-4c96-9697-63c4e6a8132e,ccfd5b9d-c9b3-4735-96cb-7601c99712e3,b3b1d232-2ccd-40c9-a56c-c3a07c673c7c,2.0,"#N/A","#N/A","#N/A","#N/A","#N/A",1600.0,800.0,"#N/A"
0155ed61-7409-4263-888c-3eb156f6b7b8,"#N/A",aee7e2c3-4b40-4649-a520-ac191dff5b60,1c114808-b63d-4e1e-9fff-e58aa831cb55,12f9c14b-5b73-437e-b38c-2cfb148144b0,20.0,"#N/A","#N/A","#N/A","#N/A","#N/A",22000.0,1100.0,"#N/A"
0157ecd3-1308-473f-8f71-c3b4d9cd2d05,"#N/A",f1892abc-d29b-468b-b056-d6ba30b61f51,eec358bd-0410-4ded-bfe3-83ba970033ab,385a72e0-9d9b-4b0e-ba1b-4412e43af981,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",5000.0,5000.0,"#N/A"
0159f4cf-2980-4edc-8a44-c6a747571bdb,"#N/A",623b096d-9d20-4074-b2c8-e13405dfb70e,eac00bdc-0bec-4e18-bdae-14ab5442ff64,05e73e76-9fcc-4913-9e20-9f465abb250c,5.0,"#N/A","#N/A","#N/A","#N/A","#N/A",2500.0,500.0,"#N/A"
015f44fd-039f-4aed-b782-6b6ba7252da8,"#N/A",59b5cf0b-3c74-4843-8b7d-e06745bdf11c,1c114808-b63d-4e1e-9fff-e58aa831cb55,12f9c14b-5b73-437e-b38c-2cfb148144b0,20.0,"#N/A","#N/A","#N/A","#N/A","#N/A",22000.0,1100.0,"#N/A"
0173f607-4a33-4a7f-96fa-ef97cbc24dbc,"#N/A",a12a88f9-6dce-4ec0-ba9a-3742f7e4dbc6,abacb03e-b659-48ac-94f7-a3581a87ba31,a11cb709-28b2-4b82-97c8-7a4968c4c2b5,4.0,"#N/A","#N/A","#N/A","#N/A","#N/A",3600.0,900.0,"#N/A"
017ac885-db05-44d2-a436-50ffe1f9ff8a,"#N/A",0eeeb713-1372-4017-a5b1-1496156c12f2,2c6e3ce0-e28c-4d41-813a-37e575a20f48,a87338d8-1e2a-40bf-944d-0994971c3c0f,5.0,"#N/A","#N/A","#N/A","#N/A","#N/A",3995.0,799.0,"#N/A"
0185aac1-9a16-4a0f-ae1a-0f14a8a5aa98,"#N/A",c400f0f3-6edc-4555-8749-8c3b9361367e,2c6e3ce0-e28c-4d41-813a-37e575a20f48,a87338d8-1e2a-40bf-944d-0994971c3c0f,5.0,"#N/A","#N/A","#N/A","#N/A","#N/A",3995.0,799.0,"#N/A"
0188fbe7-edef-476c-850b-8d22b6d4a52a,"#N/A",f73b4e20-d85f-42c6-9072-5f1b6e7d0bfd,1c114808-b63d-4e1e-9fff-e58aa831cb55,12f9c14b-5b73-437e-b38c-2cfb148144b0,20.0,"#N/A","#N/A","#N/A","#N/A","#N/A",22000.0,1100.0,"#N/A"
019b4d3d-0434-448f-8929-658befba7425,"#N/A",233dc239-ad83-4e17-8b8e-d5dac8a8bef3,251142a1-7960-4a16-8359-30bfc611afb8,8762385d-3576-4cd6-9adc-a8cb1db3e744,8.0,"#N/A","#N/A","#N/A","#N/A","#N/A",400.0,50.0,"#N/A"
01e19a91-ba87-4b8a-8290-a3335c91eccf,"#N/A",9ef73bc5-f274-4032-bce1-e5311d6705da,abacb03e-b659-48ac-94f7-a3581a87ba31,a11cb709-28b2-4b82-97c8-7a4968c4c2b5,4.0,"#N/A","#N/A","#N/A","#N/A","#N/A",3600.0,900.0,"#N/A"
01e7c680-11f9-41ac-8e5a-17aaac91df74,"#N/A",d4327701-c7f7-4523-b632-1720a579c4b7,eec358bd-0410-4ded-bfe3-83ba970033ab,385a72e0-9d9b-4b0e-ba1b-4412e43af981,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",5000.0,5000.0,"#N/A"
01f6b9f3-49f4-4af1-bd51-b29740ee0fc0,"#N/A",b616be03-e198-49f1-b261-ea278b38ce2c,d01f1eb9-7260-485e-ac2d-b69ec12dc5ad,c40bc3c3-b48a-4b37-83bb-323b519aa8e9,10.0,"#N/A","#N/A","#N/A","#N/A","#N/A",5800.0,580.0,"#N/A"
01fed8d4-4645-43c1-b041-d68a1d6ce0f5,"#N/A",d5e3649d-1a69-4b2e-9ed3-26a7d1055407,1c114808-b63d-4e1e-9fff-e58aa831cb55,12f9c14b-5b73-437e-b38c-2cfb148144b0,20.0,"#N/A","#N/A","#N/A","#N/A","#N/A",22000.0,1100.0,"#N/A"
020a8fc1-ea24-4924-9efc-56ba4833dc23,"#N/A",ffbb939b-9961-4ef9-8a1f-5f0efc858f4e,e7efa147-c07d-43db-ad92-e1f2087c7fea,3c35f1e5-38f5-4f91-8f70-f43d87d5845c,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",25000.0,25000.0,"#N/A"
023676b3-d5d6-4314-800e-8494d45bf91c,"#N/A",062c50d3-7c59-4b96-b06f-8da717a9f4dc,2c6e3ce0-e28c-4d41-813a-37e575a20f48,a87338d8-1e2a-40bf-944d-0994971c3c0f,5.0,"#N/A","#N/A","#N/A","#N/A","#N/A",3995.0,799.0,"#N/A"
0238c550-5834-48db-bbbd-83d77568f680,"#N/A",4161e3a9-4bd0-4b3d-a73b-1546200eb9ea,eac00bdc-0bec-4e18-bdae-14ab5442ff64,05e73e76-9fcc-4913-9e20-9f465abb250c,5.0,"#N/A","#N/A","#N/A","#N/A","#N/A",2500.0,500.0,"#N/A"
02493582-f774-4f11-8a20-24f27335d071,"#N/A",4bd69568-ecfc-454a-ad1a-a7bf12cdadae,1c114808-b63d-4e1e-9fff-e58aa831cb55,12f9c14b-5b73-437e-b38c-2cfb148144b0,20.0,"#N/A","#N/A","#N/A","#N/A","#N/A",22000.0,1100.0,"#N/A"
0267222b-6eff-4a74-85ac-b7ea20f2b08b,"#N/A",ded70b21-ac29-4649-9896-34ba2e30fb78,4fb32dff-2b01-4bc7-959e-a122db5ce622,ca5962f3-f981-44e1-be43-f3e96cde5cbb,5.0,"#N/A","#N/A","#N/A","#N/A","#N/A",800.0,160.0,"#N/A"
026b5aa7-3919-4ea1-8f59-57d5c3091a9f,"#N/A",14891441-5cc1-44bc-a1aa-825f4d657276,e7efa147-c07d-43db-ad92-e1f2087c7fea,3c35f1e5-38f5-4f91-8f70-f43d87d5845c,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",25000.0,25000.0,"#N/A"
0270202b-ff7d-4476-a146-6b126366e873,"#N/A",09a6dc52-0a40-4e67-b6d0-6c4a49f3bbca,ccfd5b9d-c9b3-4735-96cb-7601c99712e3,b3b1d232-2ccd-40c9-a56c-c3a07c673c7c,2.0,"#N/A","#N/A","#N/A","#N/A","#N/A",1600.0,800.0,"#N/A"
0270264f-60fb-4f4c-a287-3851438aa18d,"#N/A",6566512a-5c1a-4995-926b-e456dda8233d,ccfd5b9d-c9b3-4735-96cb-7601c99712e3,b3b1d232-2ccd-40c9-a56c-c3a07c673c7c,2.0,"#N/A","#N/A","#N/A","#N/A","#N/A",1600.0,800.0,"#N/A"
027926eb-5a42-4373-a019-5218b6741cde,"#N/A",cda1267b-ec9b-47b2-9ea3-5eb5986ef726,251142a1-7960-4a16-8359-30bfc611afb8,8762385d-3576-4cd6-9adc-a8cb1db3e744,12.0,"#N/A","#N/A","#N/A","#N/A","#N/A",600.0,50.0,"#N/A"
029cc988-c791-4709-bb49-5bb7b534c284,"#N/A",152fc74a-cf0b-4032-ab74-72e66b1d9c4e,eec358bd-0410-4ded-bfe3-83ba970033ab,385a72e0-9d9b-4b0e-ba1b-4412e43af981,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",5000.0,5000.0,"#N/A"
02b32a57-6e77-45e4-9c09-e0fad113adfb,"#N/A",e8bfe443-9d6d-4d3f-a473-f99d329f52bc,eec358bd-0410-4ded-bfe3-83ba970033ab,385a72e0-9d9b-4b0e-ba1b-4412e43af981,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",5000.0,5000.0,"#N/A"
02b5a29e-6db4-42f5-b3b6-784ccda70514,"#N/A",1787afb1-b53e-435b-96de-9a555a44fefe,251142a1-7960-4a16-8359-30bfc611afb8,8762385d-3576-4cd6-9adc-a8cb1db3e744,8.0,"#N/A","#N/A","#N/A","#N/A","#N/A",400.0,50.0,"#N/A"
02b9237e-b5f1-49d9-853f-6f01abb7755f,"#N/A",bab6436e-b741-4732-ae45-29dca450f2cd,251142a1-7960-4a16-8359-30bfc611afb8,8762385d-3576-4cd6-9adc-a8cb1db3e744,8.0,"#N/A","#N/A","#N/A","#N/A","#N/A",400.0,50.0,"#N/A"
02dde136-5130-467a-9a61-99155c7c4096,"#N/A",3ab47cac-9507-4302-b256-b821611f8b80,f0806def-0b1f-4daf-961b-1c0c193d3c1a,dd0f2c06-cd09-424c-b5b0-19a621c1a15a,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",1000.0,1000.0,"#N/A"
02ebecdd-d36b-4990-886c-34e69df2df5c,"#N/A",8dc418fd-cc8a-44ef-8103-ba6060f5499d,eac00bdc-0bec-4e18-bdae-14ab5442ff64,05e73e76-9fcc-4913-9e20-9f465abb250c,5.0,"#N/A","#N/A","#N/A","#N/A","#N/A",2500.0,500.0,"#N/A"
02ec2e43-f235-4f66-966e-5834fd9f823c,"#N/A",1c950010-db1c-4f7d-95c6-c3082b2d98ae,2f561a3d-2019-4cbf-bd2d-b5b0e56abdb8,b483a2a0-e2aa-4138-a7ba-a85d14227c4f,7.0,"#N/A","#N/A","#N/A","#N/A","#N/A",9016.0,1288.0,"#N/A"
02fdf502-e568-49ee-ae52-f2d538cf34f6,"#N/A",8c8e3ead-1f38-4ccc-9087-b90dfbaf1e70,f8394f6f-d7bc-4038-b0e7-ccd2a57d7d88,866d2d2d-4a53-4c84-8a00-cc69c8a174d2,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",7500.0,7500.0,"#N/A"
02ffef8c-04a1-4b27-87c3-3e0231952b72,"#N/A",297fa43e-fcb9-4e85-bea7-98a3f32e2bfa,d01f1eb9-7260-485e-ac2d-b69ec12dc5ad,c40bc3c3-b48a-4b37-83bb-323b519aa8e9,5.0,"#N/A","#N/A","#N/A","#N/A","#N/A",2900.0,580.0,"#N/A"
03013a55-7b08-4ff2-944e-34194dfc91f9,"#N/A",8f69d3ea-4c7b-496b-a122-0a1664c11f2a,ad180d2b-08e0-445e-9a83-87450f8cd58b,03f2a2a5-7c0d-4f7c-9109-6cbbddf0c2fc,15.0,"#N/A","#N/A","#N/A","#N/A","#N/A",6750.0,450.0,"#N/A"
0315b014-64d4-4d81-978c-9be6fea54b9e,"#N/A",653d411c-c440-470b-8370-7dd4aec29840,f8394f6f-d7bc-4038-b0e7-ccd2a57d7d88,866d2d2d-4a53-4c84-8a00-cc69c8a174d2,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",7500.0,7500.0,"#N/A"
03196d22-13cd-4739-82a3-2b31b73eea78,"#N/A",61062775-fbb0-44a4-a6e6-defb64c11c10,eec358bd-0410-4ded-bfe3-83ba970033ab,385a72e0-9d9b-4b0e-ba1b-4412e43af981,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",5000.0,5000.0,"#N/A"
0342e567-7424-4584-b962-43a694773190,"#N/A",2dc19935-2a15-4c38-8402-200b612a77cc,1c114808-b63d-4e1e-9fff-e58aa831cb55,12f9c14b-5b73-437e-b38c-2cfb148144b0,20.0,"#N/A","#N/A","#N/A","#N/A","#N/A",22000.0,1100.0,"#N/A"
03587681-da77-4b77-a798-a440ca36fca3,"#N/A",f57e7c6e-7b6c-431c-af16-3cac3c96382b,ccfd5b9d-c9b3-4735-96cb-7601c99712e3,b3b1d232-2ccd-40c9-a56c-c3a07c673c7c,2.0,"#N/A","#N/A","#N/A","#N/A","#N/A",1600.0,800.0,"#N/A"
035b3757-dec0-4ed2-8259-bcdb70f92d1d,"#N/A",803b8d0f-57b2-4683-9668-87a83fc75cb3,ccfd5b9d-c9b3-4735-96cb-7601c99712e3,b3b1d232-2ccd-40c9-a56c-c3a07c673c7c,2.0,"#N/A","#N/A","#N/A","#N/A","#N/A",1600.0,800.0,"#N/A"
036129e0-0a0c-46a1-80ef-27361c43ae8c,"#N/A",52d7d625-18f9-404b-9e44-de225cd74078,ccfd5b9d-c9b3-4735-96cb-7601c99712e3,b3b1d232-2ccd-40c9-a56c-c3a07c673c7c,2.0,"#N/A","#N/A","#N/A","#N/A","#N/A",1600.0,800.0,"#N/A"
036f750b-db3d-48be-91bc-61a959e490f6,"#N/A",06e9cba0-0d83-4a71-a874-66046d360ba8,2c6e3ce0-e28c-4d41-813a-37e575a20f48,a87338d8-1e2a-40bf-944d-0994971c3c0f,5.0,"#N/A","#N/A","#N/A","#N/A","#N/A",3995.0,799.0,"#N/A"
037f53ea-359d-429d-954c-6f86e91451ec,"#N/A",cd0ef164-896b-4f42-b49f-478bb489185b,eec358bd-0410-4ded-bfe3-83ba970033ab,385a72e0-9d9b-4b0e-ba1b-4412e43af981,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",5000.0,5000.0,"#N/A"
03912e3c-40b5-4567-97f9-a457b64af707,"#N/A",59fc4201-e12e-4717-968f-83086b35219e,ccfd5b9d-c9b3-4735-96cb-7601c99712e3,b3b1d232-2ccd-40c9-a56c-c3a07c673c7c,2.0,"#N/A","#N/A","#N/A","#N/A","#N/A",1600.0,800.0,"#N/A"
039be49c-a930-4c35-b82f-06c837e071a2,"#N/A",28bc5f0a-1ab8-49ab-a063-4babc2018e92,7cde9d82-35cf-459f-bdef-e4b7acfd16de,4f3f685d-d926-4ccf-bac4-b6fa064098f3,18.0,"#N/A","#N/A","#N/A","#N/A","#N/A",4482.0,249.0,"#N/A"
03a64895-5bdf-41e0-a5f2-60f4425fe190,"#N/A",c34c2eaf-17dc-48cb-aa3f-c82189499740,2c6e3ce0-e28c-4d41-813a-37e575a20f48,a87338d8-1e2a-40bf-944d-0994971c3c0f,5.0,"#N/A","#N/A","#N/A","#N/A","#N/A",3995.0,799.0,"#N/A"
03a77576-0ef0-4a6e-898a-3d31646661f2,"#N/A",3e05d858-5523-4596-b6a5-a9af14a89ea6,eec358bd-0410-4ded-bfe3-83ba970033ab,385a72e0-9d9b-4b0e-ba1b-4412e43af981,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",5000.0,5000.0,"#N/A"
03dd2531-1ee2-42d1-96f0-b8581e43e15c,"#N/A",559f2b2a-c1c0-4785-a33e-6d1ab52c6437,4fb32dff-2b01-4bc7-959e-a122db5ce622,ca5962f3-f981-44e1-be43-f3e96cde5cbb,2.0,"#N/A","#N/A","#N/A","#N/A","#N/A",800.0,400.0,"#N/A"
03e9e1b5-12b0-4bf2-90da-ff99ea89f460,"#N/A",158201cc-9539-41d9-8889-dabb740663ca,e7efa147-c07d-43db-ad92-e1f2087c7fea,3c35f1e5-38f5-4f91-8f70-f43d87d5845c,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",25000.0,25000.0,"#N/A"
03eef744-7e0c-4b5c-a5c9-651376aaf4f5,"#N/A",0720e7c3-ab44-4908-998f-4f2c00680839,04860c73-457d-415f-8fc2-0f380c222d2f,11483e5f-9852-40c8-b012-c119b0ffcb08,15.0,"#N/A","#N/A","#N/A","#N/A","#N/A",4500.0,300.0,"#N/A"
03f9e499-6858-4027-a869-65e138283146,"#N/A",420a86bf-d1a0-4009-8b49-e71e993efaaf,eec358bd-0410-4ded-bfe3-83ba970033ab,385a72e0-9d9b-4b0e-ba1b-4412e43af981,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",5000.0,5000.0,"#N/A"
0432cc6a-d1ed-4220-963b-65e4c7994fde,"#N/A",fd96da19-aaaf-4dc2-b1a7-e5e1fe1a9298,14a782a2-53bd-4070-a4a7-28cc8d42000d,030eede7-7d94-443e-8c65-e53b73976372,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",75000.0,75000.0,"#N/A"
043c8efc-12ba-4dd9-a538-9527bcfd168c,"#N/A",8c8e3ead-1f38-4ccc-9087-b90dfbaf1e70,abacb03e-b659-48ac-94f7-a3581a87ba31,a11cb709-28b2-4b82-97c8-7a4968c4c2b5,4.0,"#N/A","#N/A","#N/A","#N/A","#N/A",3600.0,900.0,"#N/A"
043e4a18-5fca-418d-9097-55602d81c92b,"#N/A",26acc69d-b873-47ae-8504-5cc840ef7133,4fb32dff-2b01-4bc7-959e-a122db5ce622,ca5962f3-f981-44e1-be43-f3e96cde5cbb,2.0,"#N/A","#N/A","#N/A","#N/A","#N/A",800.0,400.0,"#N/A"
044046a7-6f9c-4dee-91d1-31f8aaf2dfd3,"#N/A",4487f87e-ff25-49d9-ab0f-90b2c5a362d1,abacb03e-b659-48ac-94f7-a3581a87ba31,a11cb709-28b2-4b82-97c8-7a4968c4c2b5,4.0,"#N/A","#N/A","#N/A","#N/A","#N/A",3600.0,900.0,"#N/A"
044a1020-89ec-43c4-b448-2c8cf75aae14,"#N/A",688e8e4f-8700-4409-a777-95244305138c,251142a1-7960-4a16-8359-30bfc611afb8,8762385d-3576-4cd6-9adc-a8cb1db3e744,8.0,"#N/A","#N/A","#N/A","#N/A","#N/A",400.0,50.0,"#N/A"
044b5c60-6947-4c1a-ae72-8ded934e7a6b,"#N/A",c0275e49-fee3-4977-b32c-483912e47230,abacb03e-b659-48ac-94f7-a3581a87ba31,a11cb709-28b2-4b82-97c8-7a4968c4c2b5,4.0,"#N/A","#N/A","#N/A","#N/A","#N/A",3600.0,900.0,"#N/A"
0488bf5c-08b4-4062-88fd-1a297a7ccd74,"#N/A",082caa30-d3ce-4a37-80f8-f3d62623e0ba,251142a1-7960-4a16-8359-30bfc611afb8,8762385d-3576-4cd6-9adc-a8cb1db3e744,8.0,"#N/A","#N/A","#N/A","#N/A","#N/A",400.0,50.0,"#N/A"
049daf52-f774-4974-8e37-912d2a0d2e32,"#N/A",9e604140-fbb0-46ec-9bfa-809abdb60feb,251142a1-7960-4a16-8359-30bfc611afb8,8762385d-3576-4cd6-9adc-a8cb1db3e744,8.0,"#N/A","#N/A","#N/A","#N/A","#N/A",400.0,50.0,"#N/A"
04b610f8-cd11-4cd4-bae3-4f38e89d877b,"#N/A",5c067943-4c1f-49d4-8d4b-957f4b373916,1c114808-b63d-4e1e-9fff-e58aa831cb55,12f9c14b-5b73-437e-b38c-2cfb148144b0,20.0,"#N/A","#N/A","#N/A","#N/A","#N/A",22000.0,1100.0,"#N/A"
04b83640-c4e4-4d39-bec0-2c304ea160c2,"#N/A",c42c7c38-59c5-4710-a04c-337995e278fc,ccfd5b9d-c9b3-4735-96cb-7601c99712e3,b3b1d232-2ccd-40c9-a56c-c3a07c673c7c,2.0,"#N/A","#N/A","#N/A","#N/A","#N/A",1600.0,800.0,"#N/A"
04df78d3-f119-4104-88d1-298cdc31130f,"#N/A",23c0e8ed-c050-43f8-aa40-44e65f1c3f5d,abacb03e-b659-48ac-94f7-a3581a87ba31,a11cb709-28b2-4b82-97c8-7a4968c4c2b5,4.0,"#N/A","#N/A","#N/A","#N/A","#N/A",3600.0,900.0,"#N/A"
04f57c97-6074-4009-8dfe-9826ac9c8709,"#N/A",a891627c-8432-49dd-9379-6e524edf2a89,ccfd5b9d-c9b3-4735-96cb-7601c99712e3,b3b1d232-2ccd-40c9-a56c-c3a07c673c7c,2.0,"#N/A","#N/A","#N/A","#N/A","#N/A",1600.0,800.0,"#N/A"
04f9f1ac-886a-4dab-86ba-7a76e6ec1c51,"#N/A",ca7017b9-c3e9-478c-8741-f4ea0990b584,2c6e3ce0-e28c-4d41-813a-37e575a20f48,a87338d8-1e2a-40bf-944d-0994971c3c0f,5.0,"#N/A","#N/A","#N/A","#N/A","#N/A",3995.0,799.0,"#N/A"
04fda95f-dd07-4e6d-b203-527bac62f026,"#N/A",27218ee9-8844-4fe4-9f2b-2350ed3f9dfb,14a782a2-53bd-4070-a4a7-28cc8d42000d,030eede7-7d94-443e-8c65-e53b73976372,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",75000.0,75000.0,"#N/A"
05254173-0c5c-4d94-a8f0-85c022b96fda,"#N/A",082caa30-d3ce-4a37-80f8-f3d62623e0ba,4fb32dff-2b01-4bc7-959e-a122db5ce622,ca5962f3-f981-44e1-be43-f3e96cde5cbb,5.0,"#N/A","#N/A","#N/A","#N/A","#N/A",800.0,160.0,"#N/A"
05263016-4668-4294-a289-44153ace9578,"#N/A",ab07e408-b593-4185-b937-a5da16b9bd10,1c114808-b63d-4e1e-9fff-e58aa831cb55,12f9c14b-5b73-437e-b38c-2cfb148144b0,20.0,"#N/A","#N/A","#N/A","#N/A","#N/A",22000.0,1100.0,"#N/A"
05299d6f-1504-4abb-bef6-cbdf98f6d186,"#N/A",8c8e3ead-1f38-4ccc-9087-b90dfbaf1e70,2c6e3ce0-e28c-4d41-813a-37e575a20f48,a87338d8-1e2a-40bf-944d-0994971c3c0f,5.0,"#N/A","#N/A","#N/A","#N/A","#N/A",3995.0,799.0,"#N/A"
0544dd9e-b6fa-4e84-8df6-78344522fd7f,"#N/A",3227a8b6-613a-4d37-8238-f60af97f9019,f8394f6f-d7bc-4038-b0e7-ccd2a57d7d88,866d2d2d-4a53-4c84-8a00-cc69c8a174d2,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",7500.0,7500.0,"#N/A"
0545b532-0b15-41e9-8c3d-93361d09928f,"#N/A",baea2529-1546-460a-9491-193aaea94841,04860c73-457d-415f-8fc2-0f380c222d2f,11483e5f-9852-40c8-b012-c119b0ffcb08,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",300.0,300.0,"#N/A"
