"Guid","AccountSource","AnnualRevenue","BillingCity","BillingCountry","BillingEmail__c","BillingGeocodeAccuracy","BillingLatitude","BillingLongitude","BillingPostalCode","BillingState","BillingStreet","CorporateLocations__c","Custom_Account_Picklist__c","Description","Fax","FranchiseLocations__c","Industry","IsCustomerPortal","Jigsaw","Name","NumberOfEmployees","ParentId","Phone","SBQQ__AssetQuantitiesCombined__c","SBQQ__CoTermedContractsCombined__c","SBQQ__CoTerminationEvent__c","SBQQ__ContractCoTermination__c","SBQQ__DefaultOpportunity__c","SBQQ__IgnoreParentContractedPrices__c","SBQQ__PreserveBundle__c","SBQQ__PriceHoldEnd__c","SBQQ__RenewalModel__c","SBQQ__RenewalPricingMethod__c","SBQQ__TaxExempt__c","ShippingCity","ShippingCountry","ShippingGeocodeAccuracy","ShippingLatitude","ShippingLongitude","ShippingPostalCode","ShippingState","ShippingStreet","SicDesc","TaxID__c","Test_Field__c","Type","Website","blng__BillToContact__c","blng__CustomerProfileId__c","blng__DefaultPaymentType__c","ccrz__CustomField1__c","ccrz__CustomField2__c","ccrz__DataId__c","ccrz__PreventAddrBookSave__c","ccrz__PreventNewAddrCheckout__c","ccrz__PreventNewBillAddrCO__c","ccrz__SourceSystem__c","ccrz__TaxExemptAccount__c","ccrz__UsedByCloudcraze__c"
0dfaf8d2-5799-4922-9a84-eb1158b79801,"#N/A",8.7804E10,San Antonio,United States,"#N/A","#N/A","#N/A","#N/A",78249-1616,TX,1 Valero Way,"#N/A","#N/A",Feed the Kids is the leader in Non Profit in San Antonio,"#N/A","#N/A",Non Profit,false,"#N/A",Feedbug,"#N/A","#N/A",1.210.345.2000,false,false,"#N/A",Never,"#N/A",false,true,"#N/A",Contract Based,Same,No,San Antonio,US,"#N/A","#N/A","#N/A",78269-6000,TX,P.O. BOX 696000,"#N/A","#N/A","#N/A",Prospect,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,"#N/A",false,false
0f941ad6-7fc9-4791-89ff-c81caa2595f2,"#N/A",1.35962E11,Chesterbrook,United States,"#N/A","#N/A","#N/A","#N/A",19087-5594,PA,1300 Morris Dr Ste 100,"#N/A","#N/A",Apogee Corp. is the leader in Manufacturing in Chesterbrook,"#N/A","#N/A",Manufacturing,false,"#N/A",Divavu,"#N/A","#N/A",1.610.727.7000,false,false,"#N/A",Never,"#N/A",false,true,"#N/A",Contract Based,Same,No,Valley Forge,US,"#N/A","#N/A","#N/A",19482-0959,PA,P.O. BOX 959,"#N/A","#N/A","#N/A",Customer,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,"#N/A",false,false
14775d5d-c331-46b0-b1ba-efe6164f5dcd,"#N/A",3.7876E10,Bloomfield,United States,"#N/A","#N/A","#N/A","#N/A",06002-2920,CT,900 Cottage Grove Rd,"#N/A","#N/A",Trek Broadcasting is the leader in Media in Bloomfield,"#N/A","#N/A",Media,false,"#N/A",Quimm,"#N/A","#N/A",1.860.226.6000,false,false,"#N/A",Never,"#N/A",false,true,"#N/A",Contract Based,Same,No,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Customer,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,"#N/A",false,false
172a6714-ba57-4c2d-b67a-61ec48988c4e,"#N/A",6.3056E10,Purchase,United States,"#N/A","#N/A","#N/A","#N/A",10577-1444,NY,700 Anderson Hill Rd,"#N/A","#N/A",General Services Corporation is the leader in Hospitality in Purchase,"#N/A","#N/A",Hospitality,false,"#N/A",Yamia,"#N/A","#N/A",1.914.253.2000,false,false,"#N/A",Never,"#N/A",false,true,"#N/A",Contract Based,Same,No,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Prospect,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,"#N/A",false,false
185f75fd-8c50-4c96-8cfd-27b00e999ce7,"#N/A",4.9892102E7,Balgowlah,Australia,"#N/A","#N/A","#N/A","#N/A",2093,NSW,2/11 Boyle St,"#N/A","#N/A",Smith and Co. is the leader in Transportation in Balgowlah,"#N/A","#N/A",Transportation,false,"#N/A",Kimia,"#N/A","#N/A",(02) 6512 8801,false,false,"#N/A",Never,"#N/A",false,true,"#N/A",Contract Based,Same,No,Balgowlah,Australia,"#N/A","#N/A","#N/A",2093,NSW,2/11 Boyle St,"#N/A","#N/A","#N/A",Customer,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,"#N/A",false,false
18bbfa03-d75e-4733-b45d-74fcc29bbcce,"#N/A",3.7897E10,New York,United States,"#N/A","#N/A","#N/A","#N/A",10036-8200,NY,1585 Broadway,"#N/A","#N/A","Clearcoat, LLC is the leader in Automotive in New York","#N/A","#N/A",Automotive,false,"#N/A",Dazzlesphere,"#N/A","#N/A",1.212.761.4000,false,false,"#N/A",Never,"#N/A",false,true,"#N/A",Contract Based,Same,No,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",200 George Street,"#N/A","#N/A","#N/A",Prospect,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,"#N/A",false,false
1ad6b6fa-d70f-4bbe-a26a-839ee6e3b3af,"#N/A",4.77757321E8,Sydney,Australia,"#N/A","#N/A","#N/A","#N/A",2000,NSW,200 George Street,"#N/A","#N/A",Corellian Engineering Corporation is the leader in Machinery in Sydney,"#N/A","#N/A",Machinery,false,"#N/A",Zoombox,"#N/A","#N/A",(02) 8858 6163,false,false,"#N/A",Never,"#N/A",false,true,"#N/A",Contract Based,Same,No,Sydney,Australia,"#N/A","#N/A","#N/A",2000,NSW,200 George Street,"#N/A","#N/A","#N/A",Customer,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,"#N/A",false,false
1c4443fc-3786-409f-879b-c86775efcb52,"#N/A",1.27207233E8,Warradale,Australia,"#N/A","#N/A","#N/A","#N/A",5046,SA,140 Diagonal Rd,"#N/A","#N/A",Charles Townsend Agency is the leader in Apparel in Warradale,"#N/A","#N/A",Apparel,false,"#N/A",Gabcube,"#N/A","#N/A",(08) 8985 7724,false,false,"#N/A",Never,"#N/A",false,true,"#N/A",Contract Based,Same,No,Warradale,Australia,"#N/A","#N/A","#N/A",5046,SA,140 Diagonal Rd,"#N/A","#N/A","#N/A",Customer,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,"#N/A",false,false
1cbd0aa5-168c-4c1d-979d-c70b6cadbd83,"#N/A",1.78663741E8,Canley Vale,Australia,"#N/A","#N/A","#N/A","#N/A",2166,NSW,66 Beckenham St,"#N/A","#N/A",Mr. Sparkle is the leader in Consulting in Canley Vale,"#N/A","#N/A",Consulting,false,"#N/A",Trudoo,"#N/A","#N/A",(02) 6548 7709,false,false,"#N/A",Never,"#N/A",false,true,"#N/A",Contract Based,Same,No,Canley Vale,Australia,"#N/A","#N/A","#N/A",2166,NSW,66 Beckenham St,"#N/A","#N/A","#N/A",Customer,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,"#N/A",false,false
1f017abf-d622-4b29-8b04-24778e7875c2,"#N/A",3317099.0,Houston,United States,"#N/A","#N/A","#N/A","#N/A",77240,TX,6051 Northridge Park,"#N/A","#N/A","#N/A","#N/A","#N/A",Consulting,false,"#N/A",Gevee,"#N/A","#N/A","#N/A",false,false,"#N/A",Never,"#N/A",false,true,"#N/A",Contract Based,Same,No,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Prospect,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,"#N/A",false,false
236612c3-9fc2-45b7-ac89-01d4d530350a,"#N/A",1.90884E11,San Francisco,United States,"#N/A","#N/A","#N/A","#N/A",94104-5284,CA,1 Post St FL 18,"#N/A","#N/A",Save the Wild is the leader in Non Profit in San Francisco,"#N/A","#N/A",Non Profit,false,"#N/A",Shuffletag,"#N/A","#N/A",1.415.983.8300,false,false,"#N/A",Never,"#N/A",false,true,"#N/A",Contract Based,Same,No,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",3003 E 3rd Ave #201,"#N/A","#N/A","#N/A",Customer,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,"#N/A",false,false
24fddc7d-d4a3-4e93-b9fc-745c7efcea00,"#N/A",6.52105621E8,Ettalong Beach,Australia,"#N/A","#N/A","#N/A","#N/A",2257,NSW,356 Ocean View Rd,"#N/A","#N/A",Mainway Toys is the leader in Retail in Ettalong Beach,"#N/A","#N/A",Retail,false,"#N/A",Podcat,"#N/A","#N/A",(02) 7575 8703,false,false,"#N/A",Never,"#N/A",false,true,"#N/A",Contract Based,Same,No,Ettalong Beach,Australia,"#N/A","#N/A","#N/A",2257,NSW,356 Ocean View Rd,"#N/A","#N/A","#N/A",Prospect,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,"#N/A",false,false
262cb2c5-d86c-4e50-80ff-d1a02fa2465c,"#N/A",9.02787175E8,Melbourne,Australia,"#N/A","#N/A","#N/A","#N/A",3000,VIC,350 Collins Street,"#N/A","#N/A",Extensive Enterprise is the leader in Construction in Melbourne,"#N/A","#N/A",Construction,false,"#N/A",Zoovu,"#N/A","#N/A",(03) 8967 7597,false,false,"#N/A",Never,"#N/A",false,true,"#N/A",Contract Based,Same,No,Melbourne,Australia,"#N/A","#N/A","#N/A",3000,VIC,350 Collins Street,"#N/A","#N/A","#N/A",Customer,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,"#N/A",false,false
29a2405e-f135-4790-9a82-fcad86214d83,"#N/A","#N/A","#N/A","#N/A",ap@sixflags.com,"#N/A","#N/A","#N/A","#N/A",TX,"#N/A",26.0,"#N/A","#N/A","#N/A",0.0,Entertainment,false,"#N/A",Six Flags Entertainment,"#N/A","#N/A","#N/A",false,false,"#N/A",Never,"#N/A",false,true,"#N/A",Contract Based,Same,No,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",12-3456789,"#N/A",Prospect,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,"#N/A",false,false
2a140592-77ee-4125-9237-682df4f0ba46,"#N/A",1.00949E11,Houston,United States,"#N/A","#N/A","#N/A","#N/A",77042-3706,TX,3010 Briarpark Dr,"#N/A","#N/A",Your Lesiure Microtels is the leader in Hospitality in Houston,"#N/A","#N/A",Hospitality,false,"#N/A",Brightdog,"#N/A","#N/A",1.281.293.6600,false,false,"#N/A",Never,"#N/A",false,true,"#N/A",Contract Based,Same,No,Houston,US,"#N/A","#N/A","#N/A",77210-4428,TX,P.O. BOX 4428,"#N/A","#N/A","#N/A",Customer,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,"#N/A",false,false
2aaf096b-008c-468f-897a-1abf514f5156,"#N/A",4.8778E10,Midland,United States,"#N/A","#N/A","#N/A","#N/A",48674-1500,MI,2030 Dow Ctr,"#N/A","#N/A",Computico Labs is the leader in Technology in Midland,"#N/A","#N/A",Technology,false,"#N/A",Kamba,"#N/A","#N/A",1.989.636.1000,false,false,"#N/A",Never,"#N/A",false,true,"#N/A",Contract Based,Same,No,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Prospect,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,"#N/A",false,false
2bf5fbf9-4f88-467a-9d88-c958aa09abba,"#N/A",5.25079613E8,Paris,France,"#N/A","#N/A","#N/A","#N/A","#N/A",Paris,30 Avenue Montaigne,"#N/A","#N/A",St. Francis South Side is the leader in Healthcare in Paris,"#N/A","#N/A",Healthcare,false,"#N/A",Edgepulse,"#N/A","#N/A","#N/A",false,false,"#N/A",Never,"#N/A",false,true,"#N/A",Contract Based,Same,No,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Customer,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,"#N/A",false,false
2d287c52-a8a4-4813-a6cf-6186b9cfdc5d,"#N/A","#N/A",Brighton,USA,"#N/A","#N/A","#N/A","#N/A",80020,Colorado,5678 Victory Rd,"#N/A","#N/A",Alexa Roberts is the leader in Machinery in Brighton,"#N/A","#N/A",Machinery,false,"#N/A",Dabtype,"#N/A","#N/A","#N/A",false,false,"#N/A",Never,"#N/A",false,true,"#N/A",Contract Based,Same,No,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Prospect,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,"#N/A",false,false
2e0d960b-75db-427f-8ad8-44dd56d9d37e,"#N/A",8.4202995E8,Mitchelton,Australia,"#N/A","#N/A","#N/A","#N/A",4053,QLD,34 Frasers Rd,"#N/A","#N/A",Christian Lavendar Hospital is the leader in Healthcare in Mitchelton,"#N/A","#N/A",Healthcare,false,"#N/A",Viva,"#N/A","#N/A",(07) 8057 8902,false,false,"#N/A",Never,"#N/A",false,true,"#N/A",Contract Based,Same,No,Mitchelton,Australia,"#N/A","#N/A","#N/A",4053,QLD,34 Frasers Rd,"#N/A","#N/A","#N/A",Customer,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,"#N/A",false,false
2f948ea5-630f-4541-b963-39574d53c6ea,"#N/A",2.87538616E8,Victoria Park,Australia,"#N/A","#N/A","#N/A","#N/A",6100,WA,27 Temple St,"#N/A","#N/A",LexCorp is the leader in Banking in Victoria Park,"#N/A","#N/A",Banking,false,"#N/A",Trilith,"#N/A","#N/A",(08) 7764 6096,false,false,"#N/A",Never,"#N/A",false,true,"#N/A",Contract Based,Same,No,Victoria Park,Australia,"#N/A","#N/A","#N/A",6100,WA,27 Temple St,"#N/A","#N/A","#N/A",Customer,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,"#N/A",false,false
3004c505-54cf-4149-9460-60c57a55389c,"#N/A",5.6873066E8,Bondi,Australia,"#N/A","#N/A","#N/A","#N/A",2026,NSW,178 Campbell Parade,"#N/A","#N/A",Danielle Bogartz Hospital is the leader in Healthcare in Bondi,"#N/A","#N/A",Healthcare,false,"#N/A",Oyoba,"#N/A","#N/A",(02) 7198 7098,false,false,"#N/A",Never,"#N/A",false,true,"#N/A",Contract Based,Same,No,Bondi,Australia,"#N/A","#N/A","#N/A",2026,NSW,178 Campbell Parade,"#N/A","#N/A","#N/A",Customer,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,"#N/A",false,false
3079da38-3b0b-45e4-a7b9-4be6ea9b073c,"#N/A",1.5240896511E10,Columbus,United States,"#N/A","#N/A","#N/A","#N/A",43215-2226,OH,1 Nationwide Plz,"#N/A","#N/A",Polimarc Inc. is the leader in Media in Columbus,"#N/A","#N/A",Media,false,"#N/A",Zoonoodle,"#N/A","#N/A",1.614.249.7111,false,false,"#N/A",Never,"#N/A",false,true,"#N/A",Contract Based,Same,No,Columbus,US,"#N/A","#N/A","#N/A",43218-2171,OH,P.O. BOX 182171,"#N/A","#N/A","#N/A",Prospect,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,"#N/A",false,false
31a47556-0a20-4776-8e13-d9ce3e600e86,"#N/A",8.0231577E7,Caringbah,Australia,"#N/A","#N/A","#N/A","#N/A",1495,NSW,10/33-37 Gannons Rd,"#N/A","#N/A",Nick Ciapetta Hospital is the leader in Healthcare in Caringbah,"#N/A","#N/A",Healthcare,false,"#N/A",Twimm,"#N/A","#N/A",(02) 6905 6165,false,false,"#N/A",Never,"#N/A",false,true,"#N/A",Contract Based,Same,No,Caringbah,Australia,"#N/A","#N/A","#N/A",1495,NSW,10/33-37 Gannons Rd,"#N/A","#N/A","#N/A",Prospect,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,"#N/A",false,false
32f49856-dd1d-4d46-845f-f863ab911eb3,"#N/A",7.9457611E7,Paris,France,"#N/A","#N/A","#N/A","#N/A","#N/A",Paris,75716,"#N/A","#N/A",Sto Plains Holdings is the leader in Agriculture in Paris,"#N/A","#N/A",Agriculture,false,"#N/A",Plambee,"#N/A","#N/A","#N/A",false,false,"#N/A",Never,"#N/A",false,true,"#N/A",Contract Based,Same,No,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Customer,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,"#N/A",false,false
3399d1ff-2ebe-4cd1-909a-01853aa59a3e,"#N/A",4.33338781E8,Docklands,Australia,"#N/A","#N/A","#N/A","#N/A",3008,VIC,50 Kerra Way,"#N/A","#N/A",Gizmonic Institute is the leader in Media in Docklands,"#N/A","#N/A",Media,false,"#N/A",Ooba,"#N/A","#N/A",(03) 6257 7887,false,false,"#N/A",Never,"#N/A",false,true,"#N/A",Contract Based,Same,No,Docklands,Australia,"#N/A","#N/A","#N/A",3008,VIC,50 Kerra Way,"#N/A","#N/A","#N/A",Customer,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,"#N/A",false,false
33fca0b9-dd34-47f6-8ac7-d84acd38fbf7,"#N/A",3.7179E10,Milwaukee,United States,"#N/A","#N/A","#N/A","#N/A",53209-4408,WI,5757 N Green Bay Ave,"#N/A","#N/A",General Forge and Foundry is the leader in Machinery in Milwaukee,"#N/A","#N/A",Machinery,false,"#N/A",Voomm,"#N/A","#N/A",1.414.524.1200,false,false,"#N/A",Never,"#N/A",false,true,"#N/A",Contract Based,Same,No,Milwaukee,US,"#N/A","#N/A","#N/A",53201-0591,WI,P.O. BOX 591,"#N/A","#N/A","#N/A",Prospect,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,"#N/A",false,false
34c5be3d-6c0b-405b-94b5-d9a5f264c703,"#N/A",4.3025852E10,Irvine,United States,"#N/A","#N/A","#N/A","#N/A",92612-0697,CA,3351 Michelson Dr Ste 100,"#N/A","#N/A",Abilitech Software Solutions is the leader in Technology in Irvine,"#N/A","#N/A",Technology,false,"#N/A",Kwimbee,"#N/A","#N/A",1.714.566.1000,false,false,"#N/A",Never,"#N/A",false,true,"#N/A",Contract Based,Same,No,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",3351 Michelson Dr Ste 100,"#N/A","#N/A","#N/A",Customer,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,"#N/A",false,false
3554072b-7e8b-43e3-9de2-8c9ef08e7b6c,"#N/A",1.58331476E8,Melbourne,Australia,"#N/A","#N/A","#N/A","#N/A",3000,VIC,200 Elizabeth Street,"#N/A","#N/A",Galaxy Corp is the leader in Banking in Melbourne,"#N/A","#N/A",Banking,false,"#N/A",Mycat,"#N/A","#N/A",(03) 7578 7328,false,false,"#N/A",Never,"#N/A",false,true,"#N/A",Contract Based,Same,No,Melbourne,Australia,"#N/A","#N/A","#N/A",3000,VIC,200 Elizabeth Street,"#N/A","#N/A","#N/A",Customer,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,"#N/A",false,false
